,order_id,store_id,to_user_distance,to_user_elevation,total_earning,created_at,oder_id_numerical,day,hour,predict
113,15862798,900005631,1.3285116009234033,34.10595703125,3200,2017-10-04 12:02:03+00:00,164,4,12,1
114,15861960,900006688,1.2472158819636072,14.244506835937955,4200,2017-10-04 12:02:03+00:00,197,4,12,0
115,15862617,30000152,1.9443852694040016,158.7897949218741,3200,2017-10-04 12:06:03+00:00,52,4,12,0
116,15862849,900007718,0.5900555784308839,26.151489257812955,4200,2017-10-04 12:08:03+00:00,246,4,12,0
117,15863424,30000177,1.420856469608816,9.05102539062591,4200,2017-10-04 12:08:03+00:00,61,4,12,1
118,15749933,900015225,1.948057168634709,-45.037109375,6600,2017-10-01 20:25:05+00:00,648,1,20,0
119,15752957,30000068,1.2907798069566423,67.98498535156205,5500,2017-10-01 20:31:04+00:00,23,1,20,0
120,15750200,30000020,2.495417101126504,-112.42785644531295,7350,2017-10-01 20:32:10+00:00,8,1,20,0
121,15753671,900011220,1.79724420086941,72.394775390625,6500,2017-10-01 20:33:04+00:00,361,1,20,0
122,15753389,30000060,0.8817136560445722,-20.36596679687409,5000,2017-10-01 20:36:05+00:00,20,1,20,0
123,15754095,900006861,2.143212386945313,-42.83020019531296,5250,2017-10-01 20:38:05+00:00,200,1,20,0
124,15753399,900006875,0.3977587803323447,26.349975585937955,5000,2017-10-01 20:40:04+00:00,203,1,20,0
125,15753283,900005637,0.30302952046935033,-4.21337890625,6500,2017-10-01 20:46:03+00:00,168,1,20,1
126,15755011,900002482,0.25649608121933865,-3.3336181640620453,6500,2017-10-01 20:56:04+00:00,106,1,20,1
127,15756303,900016920,0.6888174153580915,20.435302734375,5500,2017-10-01 21:14:00+00:00,788,1,21,0
128,15755901,900016672,1.6208741594283325,-145.75036621093702,5500,2017-10-01 21:17:01+00:00,781,1,21,0
129,15756202,30000110,2.064035884867451,174.98681640625,6500,2017-10-01 21:27:59+00:00,41,1,21,0
130,15756712,900009677,0.833350504627105,-8.178100585937045,4500,2017-10-01 21:27:59+00:00,315,1,21,0
131,14447462,900007613,1.7884703086982985,42.164794921875,5500,2017-09-08 21:30:08+00:00,231,8,21,0
132,14448384,900012475,1.0559084723438048,34.560302734375,5500,2017-09-08 21:39:07+00:00,442,8,21,0
133,14448711,900012601,1.4012216814398892,-108.6728515625,4500,2017-09-08 21:44:06+00:00,446,8,21,0
134,14448807,900012729,1.9570831241648885,-1.656005859375,4500,2017-09-08 21:46:08+00:00,457,8,21,0
135,14448448,900003684,1.4085868194857036,175.509765625,5500,2017-09-08 21:46:08+00:00,111,8,21,0
136,14448461,900015225,1.9565193311985358,148.54248046875,4500,2017-09-08 22:09:05+00:00,648,8,22,0
137,14450756,900011642,0.5440570150401655,28.23828125,5500,2017-09-08 22:27:05+00:00,401,8,22,0
138,14450830,900005747,0.4204490060803515,27.103149414062955,4500,2017-09-08 22:39:04+00:00,172,8,22,0
139,14451550,900006490,2.8158686237406836,-22.53173828125,6200,2017-09-08 22:49:06+00:00,190,8,22,0
140,14464461,900007725,1.556427939899549,192.51574707031293,4200,2017-09-09 12:32:07+00:00,248,9,12,0
141,14463029,900003712,0.3687308328986729,-11.474487304687955,3200,2017-09-09 12:32:07+00:00,113,9,12,1
142,14465051,900010254,1.5979150981514971,-29.231689453125,4200,2017-09-09 12:34:09+00:00,319,9,12,0
143,14464446,900012474,0.9548679523261692,-50.3955078125,3200,2017-09-09 12:37:08+00:00,441,9,12,0
144,14465183,900007609,1.0237164847822628,123.93444824218795,5200,2017-09-09 12:50:09+00:00,228,9,12,0
145,14467172,900004941,0.4358563323732744,-1.3348388671879547,4400,2017-09-09 12:58:08+00:00,146,9,12,1
146,14466099,900012602,1.319532060552125,-22.7783203125,3200,2017-09-09 13:00:09+00:00,447,9,13,0
147,14466075,900010458,1.4510156237006655,101.43811035156295,3700,2017-09-09 13:00:09+00:00,327,9,13,0
148,14466172,900007625,2.6455553883064082,129.48693847656205,5200,2017-09-09 13:01:09+00:00,232,9,13,1
149,14466568,900007612,2.5601273770990374,74.05261230468795,3200,2017-09-09 13:02:08+00:00,230,9,13,0
150,14467747,900015883,1.6189705659731952,93.03747558593795,4200,2017-09-09 13:04:10+00:00,721,9,13,0
151,14467749,900004218,0.8379478932158676,-4.921264648437045,3200,2017-09-09 13:05:09+00:00,120,9,13,1
152,14467097,900007728,2.39874555993315,72.89147949218795,4200,2017-09-09 13:07:08+00:00,249,9,13,1
153,14467187,900011720,1.845768837068549,-17.0927734375,3200,2017-09-09 13:09:09+00:00,404,9,13,0
154,14468418,900014452,2.7400252190850893,-46.7880859375,4500,2017-09-09 13:13:09+00:00,586,9,13,0
155,14468087,900014918,2.089166032829078,-15.315307617187045,4200,2017-09-09 13:14:09+00:00,626,9,13,0
156,14468495,900007610,0.8093724113041866,0.20202636718704525,4200,2017-09-09 13:19:08+00:00,229,9,13,0
157,14469190,900013022,0.6962956505613082,76.13146972656295,4200,2017-09-09 13:23:08+00:00,485,9,13,0
158,14469489,900004738,0.9807870456936264,69.934326171875,3200,2017-09-09 13:27:09+00:00,140,9,13,1
159,14469463,900013015,1.3438764671183423,-7.5430908203129565,3200,2017-09-09 13:31:08+00:00,483,9,13,0
160,14467654,900003712,0.24994202584047304,-9.913330078125,4200,2017-09-09 13:34:08+00:00,113,9,13,1
161,14469325,900007722,0.1789095625058974,6.9853515625,4200,2017-09-09 13:34:08+00:00,247,9,13,1
162,14469804,900005631,1.1904230148091897,-17.563598632812045,3700,2017-09-09 13:41:08+00:00,164,9,13,0
163,14471405,900010558,0.894293156313979,-14.347290039062045,3700,2017-09-09 13:51:08+00:00,331,9,13,1
164,14471599,30000257,3.0900939310122912,47.13745117187591,3500,2017-09-09 13:52:07+00:00,72,9,13,0
165,14471111,900015312,1.6556434758783969,-101.434814453125,5200,2017-09-09 13:57:08+00:00,661,9,13,0
166,14742987,900012786,1.5048760475037268,83.598876953125,5500,2017-09-14 17:56:08+00:00,467,14,17,0
167,14743494,30000323,2.571991546670094,170.23254394531298,5500,2017-09-14 18:04:07+00:00,86,14,18,0
168,14743358,30000110,1.6868971879564063,-3.201171875,6500,2017-09-14 18:07:07+00:00,41,14,18,0
169,14743668,900006911,1.2992085653397614,-20.4208984375,5500,2017-09-14 18:07:07+00:00,210,14,18,1
170,14744962,900008641,1.1867910816642808,46.803588867187045,6500,2017-09-14 18:23:07+00:00,279,14,18,1
171,14745201,900004738,0.8977711960068674,91.38439941406295,4500,2017-09-14 18:27:08+00:00,140,14,18,0
172,14745019,900012790,1.3081941735905562,36.347412109375,5500,2017-09-14 18:29:08+00:00,470,14,18,0
173,14745820,900004503,1.5464780724978409,-22.3095703125,5500,2017-09-14 18:36:08+00:00,132,14,18,0
174,14746097,900007722,0.2987648377953687,6.595703125,5500,2017-09-14 18:45:08+00:00,247,14,18,0
175,14745732,900015935,0.8082964626748941,5.318603515625,5500,2017-09-14 18:45:08+00:00,733,14,18,0
176,14746922,30000020,3.828602602211924,-51.31909179687591,6400,2017-09-14 18:50:09+00:00,8,14,18,0
177,14747173,30000300,3.210945887960188,219.46789550781205,6800,2017-09-14 18:53:08+00:00,82,14,18,0
178,14746499,900006561,1.7060354975955443,102.16845703125,6500,2017-09-14 18:55:09+00:00,195,14,18,0
179,14747083,30000170,1.3062462212050476,165.095703125,9500,2017-09-14 19:02:10+00:00,59,14,19,0
180,14747672,900012792,0.7111727371445603,-96.76110839843795,5500,2017-09-14 19:03:10+00:00,471,14,19,1
181,14748513,30000097,0.5534761299006862,39.22802734375,7500,2017-09-14 19:07:09+00:00,36,14,19,0
182,14748630,900002516,0.5425977536613251,59.506469726562955,5500,2017-09-14 19:08:10+00:00,107,14,19,0
183,14748248,900003682,1.3918166074568037,-28.949584960937045,6500,2017-09-14 19:10:09+00:00,110,14,19,0
184,14747431,30000308,0.9426439135301002,-49.322143554687045,7500,2017-09-14 19:11:09+00:00,84,14,19,0
185,14749001,900003684,0.7535956280039068,27.432006835937045,7500,2017-09-14 19:12:12+00:00,111,14,19,0
186,14749171,900015145,0.8921212617098921,-43.73046875,7500,2017-09-14 19:14:10+00:00,646,14,19,0
187,14749407,900015371,1.3159842577289342,15.5537109375,7500,2017-09-14 19:15:09+00:00,662,14,19,0
188,14749325,900014085,0.2610835697042478,-24.720825195312045,6500,2017-09-14 19:15:09+00:00,570,14,19,1
189,14735150,900015225,0.6311355048757492,11.79736328125,4500,2017-09-14 14:56:06+00:00,648,14,14,0
190,14735555,900010714,1.2577505585090916,43.248901367187045,7500,2017-09-14 15:06:07+00:00,349,14,15,0
191,14735973,900009677,2.722430536913479,-47.633911132812955,6700,2017-09-14 15:20:06+00:00,315,14,15,0
192,14736375,900005228,1.043310647210984,18.291870117187045,5500,2017-09-14 15:24:06+00:00,155,14,15,1
193,14737903,30000308,0.7492783049199929,55.550903320312955,5500,2017-09-14 15:57:06+00:00,84,14,15,1
194,14737101,900014507,0.7683895788117031,-1.50537109375,8500,2017-09-14 15:59:05+00:00,594,14,15,0
195,14738306,900012787,1.6591838991198593,41.75939941406296,5500,2017-09-14 16:11:06+00:00,468,14,16,0
196,14738436,900013015,1.5971279842583772,67.46545410156295,6100,2017-09-14 16:15:06+00:00,483,14,16,0
197,14738906,30000157,2.2025242476555835,-107.704833984375,4200,2017-09-14 16:21:06+00:00,55,14,16,0
198,14739115,900015417,0.6942829728025381,-6.5632324218740905,3200,2017-09-14 16:27:06+00:00,676,14,16,0
199,14739206,30000058,0.057446289177454035,-6.095703125,4200,2017-09-14 16:28:07+00:00,18,14,16,1
200,14740159,900008201,1.362445365520172,88.38098144531295,4200,2017-09-14 16:51:06+00:00,254,14,16,1
201,14739968,900005637,0.44217017504302203,-5.20458984375,4200,2017-09-14 16:56:06+00:00,168,14,16,1
202,14741203,900012732,0.2466999953361391,-2.006103515625,5200,2017-09-14 17:14:09+00:00,458,14,17,0
203,15116894,30000301,2.877975720220835,-196.35437011718705,4950,2017-09-21 12:14:54+00:00,83,21,12,0
204,15116680,900012790,0.7762468691729386,9.065795898437957,4200,2017-09-21 12:17:53+00:00,470,21,12,1
205,15116292,900006873,0.5560979360073932,12.623657226562045,3200,2017-09-21 12:19:52+00:00,201,21,12,1
206,15115763,900006874,1.9634147236983777,-8.846313476562955,7200,2017-09-21 12:20:52+00:00,202,21,12,0
207,15117747,900012792,1.1675325220862776,-81.84985351562591,6350,2017-09-21 12:22:54+00:00,471,21,12,0
208,15117215,900010565,1.3930861425510466,31.993774414062955,4200,2017-09-21 12:23:52+00:00,335,21,12,0
209,15117377,900005228,1.1299224997607742,-9.061157226562957,3200,2017-09-21 12:23:52+00:00,155,21,12,0
210,15118911,900005637,0.5756157429849954,-31.301147460937955,5200,2017-09-21 12:39:52+00:00,168,21,12,1
211,14928430,900007609,1.7801726877586803,-16.48291015625,4500,2017-09-17 15:25:50+00:00,228,17,15,0
212,14929170,900008949,2.304495024457896,297.68701171875,5000,2017-09-17 15:56:50+00:00,290,17,15,0
213,14930767,900013088,1.6294484235156819,-0.47412109375,6800,2017-09-17 16:01:50+00:00,497,17,16,0
214,14930969,900008202,0.7521509902041521,-4.189819335937045,4500,2017-09-17 16:07:52+00:00,255,17,16,1
215,14932071,900008201,3.2728765960005104,39.17175292968796,9000,2017-09-17 16:09:51+00:00,254,17,16,0
216,14932311,900005727,2.1299171736232574,239.38806152343795,7400,2017-09-17 16:12:51+00:00,171,17,16,0
217,14932300,900002516,0.5092727843897774,55.403930664062955,7200,2017-09-17 16:12:51+00:00,107,17,16,1
218,14932202,900006875,2.0827119183441773,14.771118164062955,7200,2017-09-17 16:18:51+00:00,203,17,16,0
219,14933072,900007725,0.3245584155772587,35.310424804687045,7600,2017-09-17 16:22:49+00:00,248,17,16,0
220,14932930,30000308,0.31669335698090423,18.114990234375,6200,2017-09-17 16:45:51+00:00,84,17,16,1
221,14934591,900007046,1.1762917008142642,131.69738769531295,6200,2017-09-17 16:45:51+00:00,214,17,16,1
222,14935312,900011191,1.1749968189243545,158.55090332031298,8400,2017-09-17 16:51:49+00:00,356,17,16,0
223,14933773,30000308,0.37746874652503176,25.376220703125,6200,2017-09-17 16:55:49+00:00,84,17,16,1
224,14935024,900006003,0.8569591178187635,-0.5592041015629547,7200,2017-09-17 16:57:50+00:00,182,17,16,0
225,14935214,900005727,1.0170029516926933,-4.967895507812045,7200,2017-09-17 17:03:49+00:00,171,17,17,0
226,14935162,900005727,1.4601419079187472,165.5361328125,6200,2017-09-17 17:03:49+00:00,171,17,17,0
227,14935866,900014681,0.8786246170007749,19.14038085937409,7200,2017-09-17 17:03:49+00:00,615,17,17,0
228,15273702,900011322,2.6871221092729485,0.05480957031204525,3750,2017-09-23 20:06:05+00:00,368,23,20,0
229,15272579,900007725,0.2196116757076116,-5.708740234375,5200,2017-09-23 20:05:11+00:00,248,23,20,1
230,15268659,30000059,1.6589490122717736,-40.579956054687045,3800,2017-09-23 19:20:12+00:00,19,23,19,0
231,15274366,900013022,1.1047861077783114,47.295043945312955,4200,2017-09-23 20:10:04+00:00,485,23,20,0
232,15275739,900007630,3.3219573648785112,63.032836914062955,9550,2017-09-23 20:13:04+00:00,234,23,20,0
233,15274599,900011322,1.6759320500683026,34.512084960937955,7200,2017-09-23 20:14:04+00:00,368,23,20,0
234,15274268,30000020,2.198712948582017,98.76513671875,4200,2017-09-23 20:25:05+00:00,8,23,20,0
235,15277296,30000286,3.844581763593931,-45.614868164062955,11450,2017-09-23 20:27:04+00:00,80,23,20,0
236,15351474,900015944,0.3837421181854312,22.56518554687591,6100,2017-09-24 21:54:52+00:00,734,24,21,0
237,15351604,900006490,1.198239730739386,37.537719726562045,4500,2017-09-24 21:59:52+00:00,190,24,21,0
238,15351430,900011720,0.3955579666427092,9.50122070312591,4500,2017-09-24 22:02:51+00:00,404,24,22,0
239,15352021,900002482,0.3011958595888453,8.7373046875,5500,2017-09-24 22:16:51+00:00,106,24,22,0
240,15352187,900002482,0.5112302874734944,-14.938720703125,4500,2017-09-24 22:23:51+00:00,106,24,22,0
241,15370835,30000068,2.4678171276627374,-15.230834960937955,6300,2017-09-25 14:28:54+00:00,23,25,14,0
242,15370324,30000089,1.407191590944624,-0.22802734375,6200,2017-09-25 14:34:54+00:00,32,25,14,0
243,15371118,30000270,1.1419355981976038,105.23876953125,4200,2017-09-25 14:37:54+00:00,77,25,14,1
244,15371699,30000308,1.8813628322050648,-53.487548828125,7200,2017-09-25 14:42:53+00:00,84,25,14,0
245,15372293,900014940,1.6099854330549284,244.46240234375,7000,2017-09-25 15:00:54+00:00,631,25,15,0
246,15372802,900013015,0.8921655653349113,17.299560546875,4250,2017-09-25 15:06:53+00:00,483,25,15,0
247,15373332,900011744,1.4504296135621753,7.10888671875,4200,2017-09-25 15:13:53+00:00,407,25,15,0
248,15373335,900004941,3.278156037155509,-129.0881347656259,4650,2017-09-25 15:14:53+00:00,146,25,15,0
249,15373408,900012459,0.2108745068585864,0.84814453125,3700,2017-09-25 15:20:53+00:00,438,25,15,0
250,15372977,30000016,1.0216397484020658,-8.10888671875,7200,2017-09-25 15:30:54+00:00,4,25,15,0
251,15482022,900004941,1.259399199385984,-66.55639648437591,3200,2017-09-27 13:57:56+00:00,146,27,13,1
252,15481603,30000152,0.7449083890987949,17.71850585937409,3200,2017-09-27 13:58:56+00:00,52,27,13,0
